Rounds,Avg_Loss
32,0.0
20,0.0
37,0.0
42,0.0
39,0.0
53,0.0
51,0.0
40,0.0
32,0.0
32,0.0
54,0.0
50,0.0
40,0.0
38,0.0
39,38.45547428415782
30,32.05030581156413
45,31.078241465842886
50,31.676475635794706
59,30.56647392721737
44,29.851341969258076
63,34.06238262627714
36,26.795588009393036
44,29.7219259797073
42,27.644059552774802
23,30.96838465103736
36,29.528419479727745
37,26.042003346912896
22,22.337983474731445
29,19.820959511449782
28,19.29245582379793
34,17.372851809517282
26,12.463556055589155
23,12.63066780820806
37,8.786642924599025
27,9.44492539308839
29,7.029578014955682
20,9.123814568519592
23,7.120738685131073
32,6.847151896992668
31,7.6480364322662355
30,22.374208013890154
31,21.74276739358902
19,18.097760796546936
24,18.8544526941636
31,20.644916567886085
30,17.8560578674078
23,18.110256002499508
35,16.82491847494958
26,18.281054982117244
26,19.97526256387884
22,20.778331899642943
45,20.06970587188815
24,17.461461242982896
23,20.883934396963852
32,17.744766481461063
22,18.251763651004204
33,17.13662981333798
24,19.64903132915497
15,21.103392708301545
20,21.950488662719728
26,20.482826992869377
29,21.240117868439096
23,19.617607525750703
28,18.342559831483022
35,19.238751312664576
12,20.174162848999625
23,20.537998967700535
33,18.676092847305185
19,18.900468339725418
18,20.205216960473493
22,19.23368537425995
19,19.968510378731622
25,20.482765131526524
34,18.650340608928513
17,19.83511634075895
20,17.663998523536993
15,23.023265261399118
26,20.527330079168642
22,20.52258069387504
21,20.09949172735214
21,20.979205692807835
26,19.48750626831724
20,22.41338997957658
14,18.144939371319705
36,22.41840967250197
15,20.336997146191806
23,19.07743270580585
29,19.706041262067597
16,21.86807789081751
19,22.300761293857654
18,21.77317622951839
31,21.11287433734307
24,19.081818836706656
21,23.996215495657413
24,20.895545938558747
24,20.914412232962523
20,23.274321250915527
27,21.005091527412677
21,20.218775466996796
15,20.89323933307941
29,21.33477457969085
16,23.75733760668307
12,21.76683599419064
23,24.067698512160987
17,24.1662885427475
18,22.585507484582756
17,21.021486727481193
21,23.96871212293517
15,24.772637749827187
21,23.215692330214935
24,23.58621088663737
25,19.580919588529145
20,23.711983041560398
21,21.957069883159562
26,23.589019433657327
25,26.816163579622906
18,21.31957697868347
25,23.999323258634472
21,23.7259850364465
22,22.303416163833052
17,26.084344665959197
23,22.01001180307223
22,22.392580942674115
21,26.903928622603416
25,25.215546501093897
18,26.010382517524388
23,23.440035914617873
22,26.16270191328866
20,25.65155774719861
27,25.033656843638017
22,23.07025122541492
21,23.74449356396993
21,22.824141510745935
18,26.80469463309463
25,22.85784876238216
20,25.42976877781061
30,23.333484083858888
18,23.341969542205334
19,20.447929638736653
18,24.034906599832617
29,23.83229464700777
11,24.339778644282642
14,24.130939846038817
19,23.7312254163954
16,25.11570149798726
16,21.210403260977372
16,27.818022825280014
15,26.241660356521606
15,30.017646290007093
27,26.55400052215114
12,27.31014327870475
21,27.688698700341313
15,27.40081077272242
20,25.650820741466447
19,25.662743145564818
12,27.724005760148515
18,31.63324295390736
16,24.76870850721995
12,23.02953361883396
19,27.4461911084517
17,25.15311025170719
21,24.43941020965576
13,25.24250180721283
21,25.55159599866186
8,25.200393279393513
16,27.06951551104701
16,26.45477917028028
17,28.6449703180565
13,29.712109186710457
20,29.125447402234936
16,24.837799061669244
14,26.2044331630071
15,25.16545226097107
11,24.25061537289038
15,27.04492513338725
16,27.977630128463108
25,25.910836320656998
12,30.68840272610004
12,30.120317568097796
16,26.644648492336273
19,25.706539595380743
13,25.112219082681758
13,24.858938128449196
17,28.261182896634367
8,26.870325155117932
20,25.99037439089555
22,26.89722377459208
14,24.663525639748087
10,28.078211980707504
15,28.988886966261752
12,27.74148073949312
17,27.092370652634166
24,27.255601503809945
20,27.745122042569246
15,25.171696624972604
17,29.614187690344725
18,25.949825225992406
15,30.82669501361393
18,27.313934365097357
12,25.379829052516392
14,24.74030513113195
18,27.15200978405071
17,30.33282294171922
13,25.555269398472525
18,27.052030324935913
17,27.304256393359257
13,28.789974638756284
18,27.18173565864563
15,29.812523414691288
17,25.931297516336247
8,26.972554047902424
19,25.74385481675466
9,28.444517724654254
12,27.111034484136674
22,27.379696376862064
11,27.820876272101152
18,24.738417801856993
19,30.248339885047503
20,29.12660517142369
10,28.77845095225743
14,28.828522821752035
15,28.138310487453754
20,28.200447462223195
14,30.17410293492404
19,26.814989357663872
20,29.551990262393293
10,27.63423040178087
16,27.13751931294151
23,26.330080181360245
12,24.642907061074908
20,26.230994568496453
12,26.138924011817345
21,27.68026723532841
16,30.675337960984972
11,28.513509285755646
22,26.961220956617787
14,27.12958220548408
19,27.834615586167676
18,29.58460994626655
22,30.445367290127663
19,29.123322235910518
22,30.206635006138537
13,32.524794132151506
15,28.24765833941373
12,30.152561071183946
15,29.90239191055298
16,32.4990106370714
16,33.222594060897826
14,30.611931681632996
12,32.996356237502326
15,29.699531377445567
13,31.52869228216318
14,30.930497868855795
8,28.215116500854492
15,34.13844064076741
15,30.521114219318736
13,31.18662252880278
17,30.823589126269024
17,32.96669539698848
11,32.86363516098414
9,35.47389557626512
20,32.11109634808132
21,34.04155026452016
14,30.153055161237717
13,29.520273182843184
22,31.33684963949265
12,27.483660567890514
14,31.366451449510528
16,31.606993307832813
20,31.62140754417137
11,31.939658113428063
21,34.70858656349829
17,30.198618517981636
17,35.4996502494812
14,29.44126347797673
16,31.394183104892946
10,32.57552728897486
17,32.724594982770775
14,32.35805489296137
17,33.868993008723024
14,32.669898768266044
16,31.860371786615122
14,28.740166634321213
10,32.51137148706537
15,34.329270646927206
15,33.05745947096083
21,34.78651225776003
14,32.50577893409323
17,31.60201843885275
16,33.66159282128016
15,32.554285672246195
10,31.559601810243393
14,33.89657160815071
15,29.134270027279854
13,31.003195208172464
14,29.52066402046048
14,30.628891054789225
11,33.691966472527916
14,32.81557796114967
9,32.90117574419294
13,31.838589559901845
11,30.37170699238777
15,29.543226475985545
17,31.54943384690718
13,31.183176170695912
15,28.022718111673992
16,33.617353081703186
17,32.919775598699395
13,33.81307005327801
11,32.72416498722174
22,32.29564541830143
11,30.175733344499456
9,29.205409752695186
12,31.46703050250099
15,30.393192110061644
11,29.804758878854607
12,30.321644347646963
11,30.34051133526696
14,33.26683889389038
13,32.90207892114466
17,35.05040031109216
9,35.51604647106595
13,33.62281267693702
