Rounds
44
38
44
38
38
44
34
36
46
39
24
54
35
16
35
29
19
40
29
24
36
22
27
28
21
29
39
25
35
27
17
34
37
31
31
26
31
24
25
25
30
24
26
28
12
41
25
34
30
27
27
22
21
27
30
29
18
34
27
41
34
24
36
17
23
11
20
26
27
26
35
26
29
25
11
39
29
32
19
21
28
23
24
31
19
21
17
24
39
16
35
18
29
12
21
16
16
28
20
16
31
14
29
20
19
28
28
25
22
20
17
19
26
28
17
11
22
26
9
40
17
21
17
14
23
20
19
16
12
38
18
22
8
25
18
19
20
30
22
20
14
15
18
28
21
19
26
21
29
28
18
34
17
14
17
22
27
12
21
19
25
27
18
17
16
20
31
18
19
9
15
20
25
26
7
20
22
16
37
19
10
22
23
8
53
20
14
13
18
15
15
14
19
9
14
10
14
18
18
11
39
23
29
19
18
11
17
12
17
24
15
16
16
19
14
30
14
19
8
23
12
19
17
17
16
17
12
14
13
28
14
22
19
21
18
18
17
22
11
25
28
12
30
17
16
25
17
18
10
15
14
17
20
14
18
20
20
20
11
17
22
21
19
12
15
19
17
12
23
13
19
16
16
18
15
13
11
16
11
18
19
16
14
16
19
11
23
16
21
18
15
15
14
16
20
24
10
23
21
17
18
7
20
14
27
19
23
19
10
15
8
19
17
5
28
25
19
12
15
12
16
22
15
12
14
25
11
24
11
19
21
11
13
22
29
29
9
13
19
15
18
10
16
23
10
17
12
10
24
23
13
12
10
23
12
11
31
12
16
29
19
11
20
10
9
17
18
18
16
11
9
17
17
23
21
11
20
20
11
27
11
12
25
13
24
16
19
18
16
6
12
7
10
16
9
12
12
17
22
18
10
13
8
21
13
12
10
14
13
15
10
14
14
8
15
14
8
14
21
13
15
12
17
15
12
9
10
14
15
16
18
34
11
8
30
21
19
29
8
15
11
12
15
11
11
11
14
17
6
14
9
19
12
13
14
18
12
13
18
13
21
13
11
8
16
18
12
15
10
26
16
13
15
16
16
16
19
16
16
17
18
21
14
11
17
18
16
13
9
20
15
18
14
14
17
25
8
15
13
18
16
21
15
15
8
15
25
18
8
6
14
13
15
13
13
20
14
14
15
11
13
13
9
13
16
9
12
21
20
10
15
14
11
12
14
12
8
15
19
11
13
10
13
11
12
11
20
13
10
12
8
21
11
14
9
9
7
21
13
24
10
22
10
10
10
14
8
10
11
17
18
7
12
11
13
18
15
14
20
9
15
17
8
9
17
9
10
18
16
20
12
11
15
11
15
15
12
13
16
7
12
9
7
17
9
19
9
20
10
10
12
10
14
11
8
13
21
8
7
9
19
10
7
20
12
14
9
30
10
6
16
15
16
16
19
9
17
12
10
9
17
9
8
10
16
11
17
14
9
21
18
23
16
20
13
8
15
16
12
9
22
9
11
20
11
9
11
33
7
10
14
9
17
15
14
10
16
10
22
15
14
14
10
10
14
12
14
15
11
11
10
16
17
14
11
18
14
15
9
7
10
15
11
9
16
7
13
16
17
6
12
23
13
16
9
15
25
14
13
10
14
11
8
12
18
9
10
14
17
11
12
8
11
19
7
13
12
19
15
19
12
13
11
12
10
16
17
18
15
8
11
14
10
15
12
15
15
7
8
18
8
19
9
14
19
15
16
16
7
19
23
11
14
12
29
13
12
9
13
16
9
7
7
14
14
14
13
9
13
11
25
12
14
12
19
16
12
12
15
12
8
12
6
21
10
16
17
8
13
6
14
14
9
9
16
17
19
12
15
21
15
15
10
20
13
14
16
10
16
14
14
18
13
15
14
10
13
9
12
10
17
13
10
9
18
10
16
13
14
13
7
15
11
17
25
16
14
11
22
10
16
16
13
10
12
7
12
13
9
9
14
8
13
10
22
20
10
22
18
9
18
18
23
10
9
21
12
18
14
12
21
13
12
14
22
8
16
18
17
20
20
14
12
9
9
23
18
8
8
20
10
16
10
18
10
16
12
15
12
12
17
11
15
8
19
16
11
12
9
10
15
12
16
15
15
11
20
10
14
14
20
6
10
14
13
23
19
13
9
15
11
10
20
16
18
17
10
19
9
10
14
7
13
13
11
12
20
15
11
16
14
11
10
13
12
8
24
11
28
14
9
12
14
16
11
10
10
10
11
6
16
14
7
12
12
14
18
12
11
15
