Rounds,Avg_Loss
35,0.0
45,0.0
35,0.0
21,0.0
45,0.0
32,0.0
42,0.0
23,0.0
23,0.0
49,0.0
39,0.0
27,0.0
34,0.0
40,0.0
42,51.81758117675781
36,43.53881106169327
27,39.91956644791823
36,38.915789832531566
35,40.00233063331017
38,37.285379998824176
34,32.01890844106674
24,26.785342864990234
33,17.203041275342304
35,9.434569806319017
41,4.695328608365126
30,2.9210001191154857
23,2.3744546276457767
58,1.5660508697809175
32,1.2353469273075461
51,1.0022154523337141
51,59.61833558599633
37,36.2932717294404
46,32.96066854086267
36,31.378092812710122
29,28.831030585549094
29,29.673240949522775
51,28.35614935174046
37,28.360852989783655
30,28.569604873657227
56,28.89212935903798
43,28.783104201893746
53,28.80915927886963
38,28.189133227710993
43,29.761718921172314
31,29.16524398688114
38,29.271942595360983
53,28.401274473770805
33,30.179085057576497
36,29.458361249981504
34,31.64690647954526
34,30.684036448032042
31,29.508969170706614
40,29.80411686114411
40,30.767068563188825
41,29.34435494740804
20,29.792233149210613
24,32.02616485894895
24,29.78862479637409
33,30.69633936112927
30,32.92569783154656
32,25.999632665555772
39,19.1157264981951
28,18.991327861569964
28,19.056615152666645
17,19.53312850579983
32,19.008091223044474
37,19.421045621236164
31,19.313962112038823
49,18.904551994509813
36,18.42354621887207
22,19.683577226132762
29,18.049167601267495
33,18.47423250444474
25,18.163752590526233
38,18.43890073082664
33,18.49827868229634
36,18.087621791546162
34,18.25016677190387
37,17.995898117890228
30,18.87031662255003
34,18.306426435277082
37,18.45848846435547
21,17.670297747072965
51,18.039814381117232
34,18.050255533474594
40,18.353807036941117
37,17.829494746955664
24,18.307412097328587
23,18.524669539253665
30,18.280039697885513
31,25.547818753027148
45,24.391290248968662
32,24.30128401517868
28,23.662554140444154
12,23.993754713158857
40,23.252685701145847
26,23.578656633021467
32,22.694122180604097
36,23.000570226071485
21,23.16708727677663
32,23.231029276262248
33,22.890467802683514
29,22.58284866203696
31,23.867316514253616
28,23.607872584770465
28,23.217324014437402
30,23.524463313899627
24,23.67071823120117
32,24.150591587198193
30,23.522459030151367
36,23.110899092659118
39,23.142993481128247
24,22.81052750232173
28,22.703859069130637
24,22.885444271321198
18,23.187030748887494
16,22.699301862716673
39,23.062316622052872
28,23.5510251643294
53,24.24302811342127
21,23.68497757381863
35,23.125076281057822
22,23.13717259493741
25,24.479491825761468
28,23.5036486575478
21,23.5188227891922
18,23.38338062286377
43,23.001001558186097
39,23.587162163522507
34,23.485841735960946
18,22.60588311040124
34,23.829299688339233
37,23.912287594520883
33,24.226878743776133
30,23.888979559678297
25,24.204679489135742
29,24.102405071258545
21,23.421733257817287
23,23.82264749820416
35,23.682117785176924
31,24.581446450332116
26,22.981501813204783
22,23.92767737309138
36,23.469818045111264
29,23.008451008405842
26,23.25416656902858
34,23.014378117843414
42,22.974004824956257
38,23.645583309344392
22,23.436758563203632
38,23.428859158566123
38,22.796522165599622
35,24.135966941714287
24,23.316487526071484
25,23.355150163173676
33,22.970174407958986
31,22.981989847102636
30,24.04279860854149
40,23.85994125419939
27,22.9215981758247
16,23.74221768490104
28,22.626073318369247
25,23.38192547692193
30,22.97961131988033
25,22.963518516690122
37,23.327316230451558
27,23.83200684240309
20,24.079429273252135
40,22.87768268585205
28,22.810459106687514
26,22.946150557200113
28,23.938333198672435
25,22.801542705959744
29,23.484855524698894
44,24.34235961527764
42,23.375006562187558
29,23.99776164820937
30,23.563010796904564
34,23.35347349802653
33,23.207808144887288
32,24.22743455101462
25,24.268941137525772
20,24.161365914852063
35,23.381687520155268
32,24.07335141301155
22,24.168871465718972
30,23.645390587468302
46,23.135641971266413
24,23.511103899973744
40,23.21329689025879
32,23.675159650690414
20,23.46363859760518
23,23.90359460390531
25,24.04735619167112
30,23.754119018028522
24,24.48390564828549
15,24.611637297130766
17,22.87462097665538
21,23.00054642006203
50,23.673803357794732
29,23.828064434344952
24,23.505749486527353
25,23.67874647359379
26,23.538879829540587
32,23.36368495470857
34,23.61120892914248
28,23.598055015910756
25,22.831870131059127
22,25.057824155117604
30,24.445974950437193
26,23.603279046845017
35,23.521716784124504
32,24.312796692350016
27,24.18554142543248
33,23.576444598990427
35,23.011648423331124
32,23.140420502882737
29,23.519791806330446
30,23.488831231088348
25,25.64123825073242
25,24.152648583898003
28,23.873672467357707
36,23.335738481794085
17,23.285802417331272
29,23.16806344985962
25,23.953636169433594
34,23.506364169873688
24,22.456160435309776
